text,labels,id,created_at
"$FB lacking volume and momentum, it's still on a tight range between 222.84 and 241.09. Even though I sold it a few days ago due to lack of price-action, it's on the watchlist. https://t.co/XlQPps5HNv",,677515.0,2020-06-26 08:45:23+00:00
AAP ... I don't see any more than 1 up 3min candle in a row so far this am.,-1,,
"RT @permabear_uk: Disney $DIS settled +2.2% to $119.34, as the Florida parks are set to open. https://t.co/hzBLKU7vry",,838978.0,2020-07-10 22:33:24+00:00
"RT @4Awesometweet: Airpods: 

You should never wear AirPods on camera for any reason 
Or If you ever want to get a promotion 
Or if you eve…",,597489.0,2020-06-20 00:19:55+00:00
UPDATE 4-Liberty and Telefonica agree $38 bln UK tie-up to take on BT $LBTYA $CMCSA https://t.co/UVn8oARtyv,,308371.0,2020-05-07 15:52:36+00:00
#13for2013 - 8 of the 13 stocks are up double digits & one is up 8% w 9% dividend NKD INVN DDD FT MOV SCA KOS DNKN SCCO,1,,
Net sales in 2006 totaled EUR 302 million and the operating margin was 16 % .,0,,
"A state program has been worked out , legal provisions have been developed , and rules and normative documents have been specified for the functioning of a technological park .",0,,
$0.19 Earnings Per Share Expected for Lexington Realty Trust $LXP This Quarter https://t.co/o5FclWxbYu #stocks,,28635.0,2020-04-12 17:22:43+00:00
"$AAPL #patent 10,707,699 Interphase transformer based rectifier for wireless power transfer #tech #IP #research https://t.co/DIr8TObqln https://t.co/y3Y1OjiK01",neutral,792050.0,2020-07-07 21:10:38+00:00
Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,0,,
RT @fitz_keith: A great reminder why $AAPL is the company it is today and just how far ahead the legendary Steve Jobs was thinking https://…,,822011.0,2020-07-09 23:34:57+00:00
"RT @m0322701: Market caps:

$AMZN - 1380B USD
$GOOGL - 997.06B USD
$LINK - 1.68B USD

Early is an understatement.",neutral,619062.0,2020-06-23 22:59:17+00:00
"RT @LMT978: $INTC projected declining EPS for 2nd Q, loses some $AAPL business, the stock rallies 5% off the open &amp; closes higher on the da…",negative,209227.0,2020-04-26 02:05:37+00:00
"NIS sold stocks at 2.24, now we are at 2,15. We will come back P soon. Patience my friends. I'm ONG",1,,
SAM nothing holding up the mountain that green bar eft shoulder that red bar head (smallone - lol) we see red right bar start major short,-1,,
NG nhod - check the weekly - target previous lows 2006 :),1,,
user I'd guess if there were other AAP issues with the magnitude of maps we'd know it by now.,1,,
"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",0,,
"TEX another nice bull flag, watch for the MACD to signal next breakout  ",1,,
"RT @yuriymatso: $SPX 2009 vs 2020

SPX found support at its 200d MA twice in '09 and staged a massive rally during the next several months.…",,742086.0,2020-07-01 03:13:42+00:00
"Sensex Ends 1,375 Points Lower Amid Coronavirus Crisis
https://t.co/J8tBkkoNTe",-1,,
"CM 30 min O - ema just below. Short thx user - no position yet,  ",-1,,
"""Instead, we need a safe-breakout upside ripper confirmation at $SPX 4000 to get clients in....."" - probably some wall street person https://t.co/TERB4jyYda",,781113.0,2020-07-06 17:11:37+00:00
"Sensex, Nifty Resume Trading After 45-Minute Halt As Coronavirus Batters World Markets
https://t.co/fgBVnHX2P6",-1,,
The order also includes start-up and commissioning services .,0,,
Funny C has 8% cash and wants stock buyback but TC silent about AAP's 25% Cash,1,,
RT @aaaamhim: $BLU DOWN 76% Massive OVERREACTION💸📈 💸 $THOR $XBIT $ARQL $FATE $ACHV $OBSV $AGIO $ABEO $RCKT $DTIL $AM $CGC $SESN $SGMO $BMY…,,778704.0,2020-07-06 20:04:48+00:00
#stocks #trading #market #stock #markets #nasdaq #nyse #daytrading #stockmarket #finance #money #pennystocks #livetrading #stockstowatch #trader stock market droops guys,,85300.0,2020-04-16 15:38:53+00:00
"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .",0,,
Get amazing trading lessons and strategies for a low price at a great value! https://t.co/GTsGewybQr #daytrading #stocks #options #forex #ETF,,610784.0,2020-06-22 15:41:20+00:00
"$SPAQ gets the deal done with Fisker, market getting a boost with positive news out of $PFE on the vaccine front. Looks like we will have another good start to the week.

$NIO
$ECOR
$EQ
$WIMI

https://t.co/O22VqPHxIj",,884081.0,2020-07-13 12:01:46+00:00
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,1,,
"Coronavirus Pandemic: Crude Oil Drops Nearly 4% As US Bans Travel From Europe
https://t.co/p2qQXuJRa2",-1,,
#NIKKEI https://t.co/ZTIcvYqTx7 Pot. pullback in Downtrend INTRAWEEK 60m-15m-4m combo chart $NKY #Stocks https://t.co/wntTqJ18PP,,763256.0,2020-07-03 12:21:52+00:00
AAP when are earnings?,1,,
VXY Da bears wacked again? gap fill from yesterday. 10 on AAP 15% rev beat?,-1,,
"I have no position in GMX, I just pointed out that under 3.98 it would be a nice short. With a 3.15 target.",-1,,
Stora Enso will receive a 19.9 pct equity interest in the combined company .,0,,
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,1,,
AAP wow up almost 4 on Skynet's After hours inside trading,1,,
Largest PUT OI decreases $F $PG $EPD $ALL $BBBY $NGL $UBER $DHC $SQ $LYG $TGE $PBR $HOG $T $LNC $FCX $MT $JPM $KSS #BlackBoxStocks #trading #stocks #stockstowatch #daytrading #scalptrading #optionstrading #swingtrading #wallstreet #StockMarket #money https://t.co/aYHvTn0H8D,,46030.0,2020-04-14 22:49:49+00:00
This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .,0,,
"The coronavirus-induced hit to consumer spending didn’t come until late in 1Q — but it was swift and severe when it arrived. Now banks like @BankofAmerica and @Citi are bracing for harsher conditions in spending and deteriorating credit quality. $BAC $C
https://t.co/8joFaWXe9G",,64502.0,2020-04-15 21:10:57+00:00
"SK 6.75 printed AH, this baby's gonna pop tomorrow. Share buy back, euro expansion, fast growing company here :)",1,,
"SpiceJet To Cut March Salary As Coronavirus Lockdown Hits Travel Demand
https://t.co/byFY7IpXm8",-1,,
Shoemakers churning out masks. Auto giants manufacturing ventilators. This is how the private sector goes to battleâ€¦ https://t.co/0OBG94I1yC,-1,,
 Weekly.Barely hanging onto double support area.Possible break this week after last week's rest  ,-1,,
user: Great rotation..  Grasso confirming what I have been saying here for a while; Money coming out of AMZN and buying AAP,1,,
`` We want to serve K-citymarket customers by offering them interesting and topical selections .,0,,
@jpmorgan chart showing that positioning has inverted for speculative futures contracts on $SPX. Long vs Shorts still very much defensive as the economic backdrop continues to be a short position paradise. https://t.co/7gynxBDQVF,negative,217708.0,2020-04-27 13:09:38+00:00
"GOOG 1st target on short is around 822, needs to stay below 825",-1,,
@CheddarFlow $AAPL and $MSFT been on here like 2 weeks straight,,620256.0,2020-06-23 20:45:57+00:00
"@LG91849719 top 25 stocks in $SPX ranked by percentage weighting when
calculating the $SPX price value each moment -

https://t.co/iWze1HoZcJ

20.3% equals the six top stocks and the amount of the $SPX
price value represented by these six top weighted stocks in SPY",,482512.0,2020-06-10 15:52:20+00:00
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",0,,
CM continues to move up nicely  ,1,,
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",0,,
$fb long off gap down here,,705315.0,2020-06-29 13:56:39+00:00
"In addition , YIT has reserved EPI Russia the right to expand the logistics center by about 100,000 m2 .",0,,
short FCX needs to retest 30 level,-1,,
Weebles Wobble but they Don't Fall Down $FXE $ACWI $FXB $UUP $SPX $FXA $FXC $FXY https://t.co/LEIAtCoFoH,neutral,629342.0,2020-06-23 12:22:00+00:00
"FIO Turner Investments and Calamos Advisors purchases in the current quarter at 7.2M shares, 9.32% of it. Blackrock doubled position at 8%",1,,
"News Alert: FSD Pharma -Applying for an I.N.D. for its compound to Treat COVID-19 Patients $HUGE

https://t.co/gMuscqItVQ 

$AZN $CASBF $GSK $INO $JNJ $MRK $MRNA $NVAX $PFE $SAN

#astrazeneca #GSK #INO #JNJ #Merck #moderna #Novavax #Pfizer #sanofi #nasdaq #biontech",positive,822525.0,2020-07-09 22:28:26+00:00
"RT @BearishBullsCEO: Goodmorning traders! 
A nice $1,000+ profit this morning
Remember if you’re shooting for home runs every day you will…",,643547.0,2020-06-24 13:50:22+00:00
user: NG long setup   ,1,,
Central Valley Community Bancorp $CVCY Given Average Recommendation of “Hold” by Brokerages https://t.co/WX2DvSo9O6 #stocks,neutral,19133.0,2020-04-10 07:51:31+00:00
"@LennyIce Interesting. My instinct was: to be on page 1 or 2, you have to pay the toll man (the 'e-tailer') via marketing spend. $AMZN can execute pieces of $GOOGL playbook over time. Related, I always found it odd the discrepancy between Europe vs. USA in terms of private label adoption.",negative,521161.0,2020-06-15 23:28:04+00:00
"RT @margotpatrick: It's a no to Coronabonds, says @jonsindreu - Proponents of coronabonds risk repeating the eurozoneâ€™s original sin: finanâ€¦",-1,,
RT @zerosum24: This is a fantastic article that really lays everything out well. $JPM #HousingCrisis,,28844.0,2020-04-12 16:47:25+00:00
Added to PPHM,1,,
"Told ya so @CNBCFastMoney . Tesla $tsla up another 7.5% today so far today to $1,011. At this rate we’ll be at 2k by the end of June. 😉 #tesla #ev #cnbc #stocks #stockmarket #space #batteries #cybertruck #teslasemi https://t.co/kurTilLYSq",positive,482491.0,2020-06-10 15:54:01+00:00
"Breakdown #stocks (sharp move below recent support)

$HPQ $MRO $TBLT $IRWD $DVN $WKHS $BCRX $CLR $AKBA $IOVA 

Sort results by Time, Chg, %, Vol and more.
#nyse #nasdaq
https://t.co/ntbYbUlrMe",negative,335896.0,2020-05-28 21:41:02+00:00
"DAY SCALPING KING $TSLA...$NIO .. $MRNA
G L ALL #TRADING #STOCKS https://t.co/AfAzxXd9W3",,920291.0,2020-07-15 05:36:32+00:00
"Try our Option Swing Trading service built for individuals who want to trade around their full-time careers. Take a free 10-day trail, No Credit Card https://t.co/rzsW2LPOvo $AAPL $SBUX $ZM $BIDU",,745435.0,2020-07-02 20:55:13+00:00
"Today could be the day where AAP breaks 500 and the rest of the market doesn't care, what a change... #divorce QQQ SPY",1,,
New post - I could have Peter ynch'd this stock  MD,1,,
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,-1,,
Executives at firms like Goldman Sachs and JPMorgan had to balance the opportunity for trading profits with the safâ€¦ https://t.co/WSU305BtPw,1,,
Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,1,,
"RT @topdowncharts: Charts from the weekly surveys by @Callum_Thomas -- ""Fundamentals"" sentiment remains deeply bearish, meanwhile technical…",,272282.0,2020-05-04 08:07:15+00:00
"Guys, I found the v-shaped recovery. #COVID19 $SPX https://t.co/qgqtPRlr7u",,557284.0,2020-06-17 13:23:34+00:00
#UNILEVER https://t.co/ZTIcvYqTx7 Pot. intermed bot in Downtrend LONGERTERM Wly-Dly-Hly combo chart #Stocks $AEX https://t.co/284KawNeHn,,338972.0,2020-05-28 17:51:24+00:00
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,1,,
This allows devices such as mobile phones to become a few millimetres thinner .,0,,
"economics are important, but don’t get turned off

this is a primer for DOM

think of it simply as supply + demand ♋️ 

DOM gives a list of # lined up to buy + everyone lined up to sell

but what if neither will budge?
 
ex:

( $spy $spx $qqq #es_f )",positive,906665.0,2020-07-14 01:16:25+00:00
"Doctors Heavily Overprescribed Antibiotics Early in the Pandemic

#StockMarket $SPX $SPY
https://t.co/HvANk7UqzV",,407601.0,2020-06-04 23:30:17+00:00
EC looks like another day of heavy volume/accumulation. Could get interesting.,1,,
"Slowdown in PETM services troubling, would look to other pet companies to play pet humanization trend:  PETS WOOF",-1,,
"$XOM in Downtrend: its price expected to drop as it breaks its higher Bollinger Band on June 5, 2020. View odds for this and other indicators: https://t.co/UC8WGVsOGa #ExxonMobil #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/3tMZuzHrvY",negative,602347.0,2020-06-21 08:39:13+00:00
END added to our list of BEST STOCK PICKS - Trade Alerts will be sent to members.  ,1,,
"With sales of $ 12.7 billion over the last twelve months ending October , 2010 and over 9,200 stores in 35 states , Dollar General is the nation 's largest small box discount retailer .",0,,
"If I wasn't a dividend investor, today would be a tough day at the office.

Huge RED day.

But I am a dividend Investor and Today dividends hit my account from 5 Companies.💪💰

Tell me, did you get paid from any of these companies aswell☘️💵
$XOM $IBM $UPS $TGT $SON",,499848.0,2020-06-11 16:15:30+00:00
"RT @eWhispers: #earnings for the week 

https://t.co/lObOE0dgsr 

$AMZN $TSLA $MSFT $AAPL $AMD $BA $FB $LUV $MMM $GE $AAL $UPS $TWTR $PFE $…",neutral,198784.0,2020-04-25 14:05:21+00:00
The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,0,,
VNG - Huge  news from patent attorney Dan avicher  ,1,,
Posted GOOG topping pattern(compared to AAP) yesterday.   Those April puts are paying nice today.  ,-1,,
"RT @DeItaOne: $AAPL DECISION TO TRANSITION AWAY FROM INTEL'S CHIPS IN THE MAC IS ""CLEARLY A NEGATIVE FOR INTEL, BOTH FINANCIALLY AND REPUTA…",,629673.0,2020-06-23 11:57:38+00:00
AET DVA nice job shaking off the hate and closing with bullish doji candles for the day,1,,
"RT @BlogJulianKomar: NEW VIDEO: How to recognize and avoid lagging #stocks

– How to recognize laggards or lagging stocks
– Trade only stoc…",,860932.0,2020-07-11 06:08:51+00:00
"RT @leadlagreport: U.S. equities $SPY has finally broken above the 3,000, which has served as resistance over the last few weeks. All 50 st…",,367779.0,2020-05-31 13:55:46+00:00
ove GNW!! 9-13 Calls are making me feel better about myself for not dumping AAP sooner!,1,,
"The total value of the project is estimated to be over 3.0 mln euro $ 4.4 mln , of which the services will be over 2.0 mln euro $ 2.9 mln and third-party licences more than 1.0 mln euro $ 1.5 mln .",0,,
"Wednesday NICE ONE in Arena Pharmaceuticals, Inc. $ARNA  #stocks https://t.co/RvuhTEqnBR",,400295.0,2020-06-03 15:05:31+00:00
HD there is a nice entry at 67 which I will look out for. Not a stock to short. No position for now.,1,,
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,0,,
PCS - shhhhh,1,,
This will bring cost savings of about EUR 3mn a year .,1,,
"RT @Fxhedgers: This is a hard market to trade right now, too distorted/rigged by the Fed $SPX",,372089.0,2020-06-01 19:36:40+00:00
Unbelievable how propped up this market is. A near bounce off mid-point for the week. Would like to see a sigma move down into the 2900s but seems impossible  $SPY $SPX https://t.co/HRLJbsgMy8,,632142.0,2020-06-23 05:55:34+00:00
"lol, #OPEC is such a fraud; they are the only cartel in existence that can’t even figure how to price fix; so pathetic
#oott #oil #stocks #bonds #investing #investment #investments https://t.co/9iWqcWvazw",,416619.0,2020-06-04 10:22:40+00:00
RT @IGcom: US cash session closes lower #DowJones $spx https://t.co/phdvVRBRfO,,34717.0,2020-04-13 20:04:55+00:00
Stop. Reading. Narratives. And. Focus. On. The. Price. $SPY $ES_F $SPX,,425486.0,2020-06-05 15:40:09+00:00
EBAY Nice consolidation since break out after earnings. Waiting for break out above 57.27..   ,1,,
"BAC is not going to lose 12, not sure why these bozo's are holding her back here, XF is off to the races!",1,,
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",1,,
"VMC MACD, Slow STO turning up from oversold...EMC buying w/ 89 mil float. J-O bottom.  ",1,,
"RT @Hypifyio: The results speak for themselves. Join today as spots are limited at $19.99/month! 💰

#JoinTheHype

$SPY $TSLA $NKLA $BA $DIS…",,853683.0,2020-07-10 01:54:49+00:00
The result before taxes was a loss of 25.0 million euros .,0,,
"#AMD is killing it at the moment. Up by 3%.

Damn! 💥

#StockMarket #stocks $AMD",,51077.0,2020-04-14 17:49:26+00:00
"SWI currently a loser for us but maintaining higher lows, would like to see more volume on upside  ",1,,
CW & S = something brewing here,1,,
"$SPX will go to 4000 ... US economy is in a very great place ... #NotQE #Repo madness ... (2020 Jan.)
$SPX will go to 4000 ... with hope and optimism not economy ... (2020 June) https://t.co/NKdqNiwtq3",,432134.0,2020-06-05 03:39:54+00:00
"In Finland , Alma Media will focus on quality and developing chain operations .",0,,
"RT @CoreySurles: My bias this week is $spx 3068

Stay above 3068 Mon and we may get a gap over 3158+ Tues

Open or trade below that and the…",,599872.0,2020-06-21 17:23:31+00:00
VMI nice head and shoulders forming just need the left shoulder now and we see this go retest 140 to 138 range,-1,,
ZNGA Put/CAll ratio 0.18,1,,
The Finnish company Stockmann has signed the contract with the company Technopolis .,0,,
"The company intends to launch housing development at the acquired land plots and to construct 50,000-60 ,000 square metres of housing per annum by 2011 .",0,,
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .",1,,
In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,-1,,
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,0,,
"There she goes...
$SPX",,874790.0,2020-07-13 19:00:47+00:00
"KBH is my trade for tomorrow as long my conditions are met I will SHOT at 18.24 ,18.21,18.17,18.14,18.09 18.04 and cover 17.20,17.10",-1,,
RT @WallStreetYoda: Jobs report didn’t move the market much. Looking at a relatively flat opening with tech #stocks leading the way https:/…,,832184.0,2020-07-09 13:03:53+00:00
"8,600 m , and at the time of investment it is fully leased to several tenants .",0,,
COST looking to go higher.,1,,
$HD sales are gonna soar. #plywood #HomeDepot #looting,,380216.0,2020-06-01 03:38:18+00:00
GOOG stopped out of half --,1,,
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",-1,,
"Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently .",0,,
"RT @LRMCapital: $QQQ some #options flow in today 
$spy $spx $amzn $aapl $fb $googl https://t.co/oByYZZQom6",,396455.0,2020-06-03 19:05:23+00:00
$ORCC https://t.co/ynwgaJHQ5c Owl Rock Capital Corp Ordinary Shares. Our Artificial Intelligence is forecasting this equity has a neutral short term outlook and has a neutral long term outlook #Stocks #Equity #business,,513964.0,2020-06-13 01:42:40+00:00
"Schmucks think if you're bearish a stock, you MST be short it (& vice versa). Pros do their deep research & study history. zagg",-1,,
GS  Ask is being pummeled...managers cannot miss this and afraid they are missing the train...,1,,
"$twtr $msft $amzn $qqq $fb $nflx $xspa $googl $mrna
$penn $nvda $aapl $spy $spx #Futures $bynd $mark $xspa
$tmdi #RobinhoodTraders #SundayThoughts #SundayMotivation #GenZ #Millennials #GenX @DelMonte
 #holarchy #wholeparts #turtlesupdown

Retweet if you are ""a part of"" humanity. https://t.co/HRt2RfDu6i",neutral,516629.0,2020-06-14 18:07:03+00:00
"While the world was waiting for Apple to remake the television industry, Netflix beat them to the punch. AAP NFX",1,,
Incyte’s $INCY “Hold” Rating Reiterated at Credit Suisse Group https://t.co/TU7OvAV1CH #stocks,,291230.0,2020-05-06 21:04:53+00:00
"VVTV - We are in at 2.55 per share.  This looks like a good one, its moving up already - we will sell at a 7% gain #stocks #insidertrading",1,,
`` There is no room to modify the share component as we have already indicated . '',0,,
AAP  user like the guest said aapl is lacking innovation,-1,,
"Nokia 's share price fell less than one percent to 18.70 euros ( $ 25.41 ) in Helsinki , while Siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in Frankfurt .",-1,,
Workers at Bajaj Auto have agreed to a 10% wage cut for the period between April 15 and till the lockdown is lifted. https://t.co/RgvrKPliNd,1,,
"RT @ISABELNET_SA: 🇺🇸 Bear Market

This chart suggests that the 200-week moving average will be defended, as the two-year bear market ended…",,270812.0,2020-05-04 11:55:47+00:00
"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",1,,
Apple Watch Series 5 Now Available Refurbished https://t.co/vhx6m7qHOO $AAPL https://t.co/ozWNHXvMD7,neutral,138033.0,2020-04-21 22:06:33+00:00
"Admittedly more a commentary on digital media than just Yahoo, but here why YHOO is set to crash and burn from here.  ",-1,,
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",1,,
"RT @1stsmartercheat: $spy $spx $acb $qqq $nyse $amzn $aapl $twtr $nflx
$amd $msft $nvda $fb $googl $penn $mrna
Rhapsody 1954.  Not bad.  Li…",,445782.0,2020-06-07 03:03:34+00:00
S-1/A - Fortress Value Acquisition Corp. (0001801368) (Filer) https://t.co/xnZtIfkgwZ #IPO #LIQUIDITY #STOCKS #INVESTING #NEWIPO,,166851.0,2020-04-23 21:26:07+00:00
"TOP OPTION CALLS OF THE DAY
Link: https://t.co/ZTLrH7LO6K

#wednesdaymorning #WednesdayWisdom #WednesdayMotivation #WednesdayThoughts #StockMarket #stocks #StocksToTrade #Stock #stockoftheday #StockMarketCrash2020 #money",,561031.0,2020-06-17 05:24:16+00:00
"54 Short Ideas to prepare for the next correction,  BID SV GD FXE PB WTW FCX CF MNST Starting to tighten.",-1,,
One day closer to the #KTOV announcement! Was pleased to see all the articles and clues that have surfaced on the $MRK &amp; $KTOV collaboration over the weekend.. The reward really feels like it’s outweighing the risk! #LetsGo #collab #invest #FeelingGood #BilliBoys,,691730.0,2020-06-28 15:27:16+00:00
Oil jumps on hopes for an end to the price war between Saudi Arabia and Russia and the possibility of action from tâ€¦ https://t.co/x8Wn3hQew4,1,,
user: time to get out of the #cloud stocks VMW CM  ~~> valuations finally coming to earth...thankyou...,-1,,
"RT @cfromhertz: *APPLE ANNOUNCES IT IS SWITCHING FROM INTEL CHIPS IN MACS

*APPLE ANNOUNCES MACS ARE SWITCHING TO OWN CUSTOM PROCESSORS

$A…",neutral,607924.0,2020-06-22 18:29:44+00:00
Holding up nicely in a weak tape. Someone is buying today. I think AXTI might see 3.2 to 3.4 this month IMO the buyback plan worth 6M,1,,
user xraystocktrader Great dividend pay and continued upside. Eager to see the next acquisitions CVX,1,,
"Most eading Stocks lagging ES_F, DDD SSYS AKS. Others displaying climactic action, AFSI AD SNTS. AAP at Bat! Tighten Stops.",-1,,
TIF looking good.Still need to break 67. 74 is next resistance level.  ,1,,
WMT I'm still short....,-1,,
ANAD  b/o point 2.72+  ,1,,
RT @NorthmanTrader: You'd think instead of relentlessly upgrading the stock maybe Wall Street analysts would tell people to take some off t…,neutral,894994.0,2020-07-14 17:22:08+00:00
short WYNN. I still think we've seen at least a short term top.,-1,,
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",-1,,
"Order intake , on the other hand , is expected to be stronger than in 2007 .",1,,
A Did you Know.... YHOO is down 1.5% for month of January,1,,
SVM has come down approx50% SV prices may swing Straddle options H SVC SI miners to gain exposure of the SV DSV to HDGE,1,,
"I use natural fibers to make the clothes more comfortable , to allow your skin to breathe and to be eco-friendly .",1,,
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",0,,
Zacks: Analysts Anticipate Sutro Biopharma Inc $STRO to Announce -$0.59 Earnings Per Share https://t.co/sXc14slHRn #stocks,negative,500876.0,2020-06-11 15:29:09+00:00
I don't trade stocks but my system warns declining prices in AAP since sep 2012  ,-1,,
Coronavirus cases rise in the U.S. as officials weigh when to restart the economy  https://t.co/swFM9pg2eH,-1,,
"It is the last smartphone running Maemo 5 , which is to be replaced with MeeGo , a joint project between Nokia , Intel and the open source community .",0,,
"RT @NorthmanTrader: Weird how everything in this macro chart has come to pass as it said it would.
The chart didn't know the trigger of cou…",neutral,22535.0,2020-04-11 18:08:31+00:00
"Sensex ends 1,266 points higher, Nifty reclaims 9,100 as markets spike 4%; auto stocks jump #Sensex #Nifty #MarketUpdates",1,,
"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .",0,,
"In addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year .",1,,
HPQ opens over 18 tomorrow!,1,,
"Short Ideas,  digesting recent gains. BID CF APO MCP FCX NEM INTC CS IAG AKS AAP & more.",-1,,
VNG getting more 2.80 thats bottom,1,,
"SWI still holding up well, yet to emerge from consolidation  ",1,,
"The objective is that trading in the shares will commence on May 2 , 2007 .",0,,
The negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks .,0,,
"RT @MadMraket: and 

$MSFT $MSFT 

buy and Sleep like a BABY 🧸💤 https://t.co/0PRqlCgHLN",,805758.0,2020-07-07 00:31:17+00:00
Cowen Begins Coverage on Cohu $COHU https://t.co/uRjA2LSHrZ #stocks,,93613.0,2020-04-17 23:06:44+00:00
"RT @StovallCFRA: ...Using the June 19 #Moody’s Baa yield of 3.57% and the #SP500’s NTM EPS projection of $127.21, according to S&amp;P Capital…",,658244.0,2020-06-25 13:24:46+00:00
"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",0,,
AAP there was that 1M print I was looking for!,1,,
"The operator is one of 6 operators to have been granted a WiMAX license in Taiwan , and hopes to be the first to launch commercial services in early 2009 .",0,,
The first of the two project phases is expected to be completed by the end of 2012 .,0,,
"Sensex Opens Over 650 Points Higher, Nifty Above 8,950
https://t.co/5MdFuBM9LU",1,,
AAP Volume Fade away... like as usual !,-1,,
Dip buyers alive and well everywhere... user: Dip buyers alive and well in JPM.,1,,
"The most loyal customers were found in the Bank of +_land , with an index of 8.0 .",1,,
"many names (mostly tech) extended into holiday weekend. not much to do for me, but good time to assess the book

ask which have been working as, worse, or better than expected, and then trim and adjust accordingly

$AMZN $SQ $TSLA $SHOP $AAPL $ZM https://t.co/Du1RAeuLKB",,752628.0,2020-07-02 14:06:52+00:00
"AAP Still looks like its in trouble to me, no sign of a low, so remaining bearish #elliottwave  ",-1,,
user: uncapping 1/2 of NVDA 13/14 CS for 4c in case that 12.5k buy of 13's knows something Nvidia Acquisition umors esurface,1,,
GS ippin' good today,1,,
"  We explain in the Jan 24th aapl video how not to be gaffed by the operators,...fish hooks...aapl might be great co , but broken sto",-1,,
"A quick explanation on what trailing stops are as well as how to visualize them.

#didyouknow #stockmarket #technicalanalysis #trading #knowledgeispower #stocks #learningeveryday #stoploss #trailingSL #profitidea #knowledgeisprofit https://t.co/Cqc3FG29gB",negative,574097.0,2020-06-18 06:25:40+00:00
"RT @charliebilello: With 14% of companies reported, S&amp;P 500 Q1 sales down 1% year-over-year (note: this number is based on actual and estim…",,112811.0,2020-04-18 13:52:24+00:00
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,-1,,
"GOOG averages trading up, and this is lagging now. Actually near the lows. Not what you want to see. Strong support at 736-737.",-1,,
$QMXGF - QMX Gold: A Robust 2020 Drill Program Should Provide Multiple Catalysts. https://t.co/SvgaVXu1i7 #economy #trading #stocks,,738979.0,2020-07-01 12:00:11+00:00
"This afternoon on TD Ameritrade Network's Mid-Day Movers with Ben Lichtenstein, Scott Bauer discussed some stocks that are on his radar such as $ROSS, $JWN, $GS, $WFC and $BAC. 
Grab a free day pass to Scott’s live signal trading room today: https://t.co/DofO6Hkn5z https://t.co/Hq8jOtT9SI",,652011.0,2020-06-25 19:32:30+00:00
